cityName,airportCode,countryCode,longitude,NoTraffic,airportName,countryName,Closed,latitude,departures,previous_week_dep_percent_change,reference_week_dep_percent_change,date
Accra,DGAA,GHA,-0.167544444,FALSE,Kotoka Intl,Ghana,FALSE,5.604413889,2,-33.33333333,-98.64864865,12/04/2020
Louisville,KSDF,USA,-85.73649722,TRUE,Louisville Intl-Standiford,USA,FALSE,38.17408333,44,-22.80701754,-18.51851852,12/04/2020
Sioux Falls,KFSD,USA,-96.74191111,FALSE,Foss,USA,FALSE,43.58201111,7,-30,-36.36363636,12/04/2020
Maracaibo,SVMC,VEN,-71.72861111,FALSE,La Chinita Intl,Venezuela,FALSE,10.55833333,5,,0,12/04/2020
Al Hoceima,GMTA,MAR,-3.84,FALSE,Cherif El Idrissi Intl,Morocco,FALSE,35.17972222,4,,0,12/04/2020
Burlington,KBTV,USA,-73.15327778,FALSE,Burlington Intl,USA,FALSE,44.47195556,2,0,-71.42857143,12/04/2020
Zurich,LSZH,CHE,8.548055556,TRUE,Zurich,Switzerland,FALSE,47.45805556,51,-59.2,-97.80739467,12/04/2020
Pyongyang,ZKPY,PRK,125.6702417,TRUE,Sunan,DPR of Korea,FALSE,39.20560833,9,,0,12/04/2020
Merida,MMMD,MEX,-89.65769444,TRUE,Lic Manuel Crescencio Rejon Intl,Mexico,FALSE,20.93702222,11,-35.29411765,-50,12/04/2020
Macao,VMMC,MAC,113.5913889,TRUE,Macao Intl,Macao,FALSE,22.14944444,8,-38.46153846,-98.7460815,12/04/2020
Victoria Falls,FVFA,ZWE,25.84,TRUE,Victoria Falls,Zimbabwe,FALSE,-18.09416667,25,,0,12/04/2020
Tapachula,MMTP,MEX,-92.36996667,FALSE,Tapachula Intl,Mexico,FALSE,14.79435,2,0,100,12/04/2020
Goma,FZNA,COD,29.23840278,FALSE,Goma Intl,"Congo, Dr Of",FALSE,-1.670852778,5,,0,12/04/2020
Malaga,LEMG,ESP,-4.499166667,FALSE,Costa del Sol,Spain,FALSE,36.675,1,-87.5,-99.91289199,12/04/2020
Batna,DABT,DZA,6.3225,FALSE,Mostepha Ben Boulaid,Algeria,FALSE,35.75916667,3,,0,12/04/2020
Tunis,DTTA,TUN,10.22694444,FALSE,Carthage,Tunisia,FALSE,36.85111111,3,-25,-99.25,12/04/2020
Krasnoyarsk,UNKL,RUS,92.49333333,FALSE,Yemelyanovo,Russia,FALSE,56.17305556,1,-66.66666667,-94.44444444,12/04/2020
Bournemouth,EGHH,GBR,-1.8425,TRUE,Bournemouth,UK,FALSE,50.78,52,,0,12/04/2020
Kangerlussuaq,BGSF,GRL,-50.689325,FALSE,Kangerlussuaq,Greenland,FALSE,67.01696944,6,,0,12/04/2020
Wichita,KICT,USA,-97.43305556,FALSE,Wichita Eisenhower Natl,USA,FALSE,37.64994444,7,,0,12/04/2020
San Juan,TJSJ,PRI,-66.00213333,TRUE,Luis Munoz Marin Intl,Puerto Rico,FALSE,18.43939722,282,-38.4279476,-67.43648961,12/04/2020
Guadalajara,MMGL,MEX,-103.3111444,TRUE,Miguel Hidalgo Y Costilla Intl,Mexico,FALSE,20.52183333,77,-47.97297297,-77.21893491,12/04/2020
Hong Kong,VHHH,HKG,113.9147222,TRUE,Hong Kong Intl,Hong Kong,FALSE,22.30888889,439,-31.19122257,-87.61985336,12/04/2020
Cuneo,LIMZ,ITA,7.623055556,FALSE,Levaldigi,Italy,FALSE,44.5475,3,,0,12/04/2020
Rio De Janeiro,SBGL,BRA,-43.25055556,FALSE,Galeao-Antonio C Jobim Intl,Brazil,FALSE,-22.81,2,-50,-98.97435897,12/04/2020
Reno,KRNO,USA,-119.7681111,FALSE,Reno/Tahoe Intl,USA,FALSE,39.49911111,6,,0,12/04/2020
Villahermosa,MMVA,MEX,-92.81481389,FALSE,C P A Carlos Rovirosa Intl,Mexico,FALSE,17.99701944,1,,0,12/04/2020
Dar-Es-Salaam,HTDA,TZA,39.202625,FALSE,Julius Nyerere Intl,Tanzania,FALSE,-6.878111111,2,-33.33333333,-97.36842105,12/04/2020
San Jose,MROC,CRI,-84.20885556,TRUE,Juan Santamaria Intl,Costa Rica,FALSE,9.993902778,35,-39.65517241,-91.02564103,12/04/2020
Siem Reap,VDSR,KHM,103.8123333,TRUE,Siem Reap Intl,Cambodia,FALSE,13.41090556,239,,0,12/04/2020
Cordoba,SACO,ARG,-64.20833333,TRUE,Ing Aer A L V Taravella,Argentina,FALSE,-31.31,36,,0,12/04/2020
Zacatecas,MMZC,MEX,-102.6857694,FALSE,Gen Leobardo C Ruiz Intl,Mexico,FALSE,22.89739444,1,-87.5,-90.90909091,12/04/2020
Palma De Mallorca,LEPA,ESP,2.738888889,FALSE,Palma De Mallorca,Spain,FALSE,39.55166667,2,-86.66666667,-99.87212276,12/04/2020
Hanoi,VVNB,VNM,105.8055556,TRUE,Noi Bai Intl,Vietnam,FALSE,21.22166667,36,-41.93548387,-94.77503628,12/04/2020
Bamako,GABS,MLI,-7.943252778,FALSE,Senou,Mali,FALSE,12.53786389,1,0,-98.36065574,12/04/2020
Benghazi,HLLB,LBY,20.26956111,TRUE,Benina Intl,Libyan Arab Jamahiriya,FALSE,32.09680556,12,,0,12/04/2020
Amritsar,VIAR,IND,74.80194444,TRUE,Sri Guru Ram Dass Jee Intl,India,FALSE,31.70472222,42,,0,12/04/2020
Tegucigalpa,MHTG,HND,-87.21741111,TRUE,Toncontin Intl,Honduras,TRUE,14.06025556,11,57.14285714,-84.93150685,12/04/2020
Eleuthera I,MYEM,BHS,-76.33017778,FALSE,Governors Harbour,Bahamas,FALSE,25.28358611,4,,0,12/04/2020
Port Moresby,AYPY,PNG,147.22045,TRUE,Jacksons,PNG,FALSE,-9.441466667,13,0,-79.36507937,12/04/2020
Phuket,VTSP,THA,98.30916667,FALSE,Phuket Intl,Thailand,TRUE,8.1125,5,-76.19047619,-99.05482042,12/04/2020
Bergen,ENBR,NOR,5.218055556,FALSE,Flesland,Norway,FALSE,60.29361111,1,-83.33333333,-99.35483871,12/04/2020
Pago Pago,NSTU,ASM,-170.7115028,FALSE,Pago Pago Intl,Amer Samoa,FALSE,-14.33165833,1,0,-66.66666667,12/04/2020
Wrightstown,KWRI,USA,-74.5917,FALSE,Joint Base Mc Guire Dix Lakehurst,USA,FALSE,40.01558333,2,-50,0,12/04/2020
Nairobi,HKJK,KEN,36.927775,TRUE,Jomo Kenyatta Intl,Kenya,FALSE,-1.319238889,14,0,-95.40983607,12/04/2020
Termez,UTST,UZB,67.30833333,FALSE,Termez,Uzbekistan,FALSE,37.28666667,4,,0,12/04/2020
Cardiff,EGFF,GBR,-3.343333333,TRUE,Cardiff,UK,FALSE,51.39666667,96,,0,12/04/2020
West Palm Beach,KPBI,USA,-80.09558333,TRUE,Palm Beach Intl,USA,FALSE,26.68316667,10,-9.090909091,-76.74418605,12/04/2020
Oslo,ENGM,NOR,11.08388889,TRUE,Gardermoen,Norway,FALSE,60.20277778,33,-54.16666667,-97.12292938,12/04/2020
